,,,,,,,,Miscellaneous,Miscellaneous,Miscellaneous,Team Shooting,Team Shooting,Team,Team,Team,Team,Opponent Shooting,Opponent Shooting,Opponent,Opponent,Opponent,Opponent
Rk,Season,Team,Seed,G,W,L,W/L%,Pace,ORtg,DRtg,eFG%,TS%,TOV%,ORB%,DRB%,FTr,eFG%,TS%,TOV%,ORB%,DRB%,FTr
337,1984-85,Pittsburgh,12,29,17,12,.586,,,,.457,.502,,,,.396,.469,.509,20.1,,,.394
338,1984-85,Purdue,6,29,20,9,.690,,,,.493,.521,14.1,,,.331,.496,.529,18.9,,,.336
339,1984-85,San Diego State,13,31,23,8,.742,,,,.505,.538,18.3,,,.416,.464,.493,18.8,,,.333
340,1984-85,Southern,16,30,19,11,.633,,,,.530,.564,18.7,,,.449,.518,.547,21.7,,,.413
341,1984-85,Southern California,8,29,19,10,.655,,,,.487,.525,,,,.425,.478,.513,,,,.426
342,1984-85,SMU,5,33,23,10,.697,,,,.526,.551,17.5,,,.364,.443,.471,15.6,,,.245
343,1984-85,St. John's (NY),1,35,31,4,.886,,,,.542,.589,,,,.516,.457,.493,,,,.300
344,1984-85,Syracuse,7,31,22,9,.710,,,,.499,.540,17.9,,,.403,.462,.503,19.1,,,.371
345,1984-85,Temple,8,31,25,6,.806,,,,.441,.486,12.6,,,.383,.430,.471,17.5,,,.360
346,1984-85,UTEP,11,32,22,10,.688,,,,.469,.522,14.3,,,.428,.468,.507,18.0,,,.392
347,1984-85,Texas Tech,6,31,23,8,.742,,,,.494,.530,,,,.391,.450,.491,,,,.430
348,1984-85,Tulsa,6,31,23,8,.742,,,,.488,.530,17.0,,,.399,.479,.520,22.7,,,.480
349,1984-85,Villanova,8,35,25,10,.714,,,,.510,.553,,,,.459,.468,.507,,,,.301
350,1984-85,VCU,2,32,26,6,.813,,,,.519,.559,16.4,,,.404,.441,.477,18.2,,,.359
351,1984-85,Virginia Tech,9,29,20,9,.690,,,,.500,.530,,,,.334,.428,.467,,,,.328
352,1984-85,Washington,5,32,22,10,.688,,,,.517,.544,,,,.410,.432,.484,,,,.468
353,1984-85,Wichita State,11,31,18,13,.581,,,,.489,.511,17.5,,,.370,.458,.488,18.0,,,.315
354,1985-86,Akron,15,30,22,8,.733,,,,.493,.519,16.2,,,.311,.488,.534,22.9,,,.459
355,1985-86,Alabama,5,33,24,9,.727,,,,.539,.577,16.5,,,.353,.462,.497,15.4,,,.282
356,1985-86,UAB,6,36,25,11,.694,,,,.468,.507,15.2,,,.410,.431,.470,17.8,,,.330
357,1985-86,Arizona,9,32,23,9,.719,,,,.494,.533,14.0,,,.394,.455,.485,17.2,,,.241
358,1985-86,Little Rock,14,34,23,11,.676,,,,.460,.497,17.0,,,.445,.470,.502,19.5,,,.365
359,1985-86,Auburn,8,33,22,11,.667,,,,.505,.540,16.6,,,.293,.475,.499,15.3,,,.205
360,1985-86,Ball State,14,31,21,10,.677,,,,.485,.534,17.8,,,.399,.469,.504,16.0,,,.361
361,1985-86,Bradley,7,35,32,3,.914,,,,.515,.544,16.1,,,.427,.446,.479,14.5,,,.296
362,1985-86,Brown,15,27,16,11,.593,,,,.492,.523,15.4,,,.324,.495,.532,17.2,,,.358
363,1985-86,Cleveland State,14,33,29,4,.879,,,,.523,.554,13.8,,,.417,.503,.532,25.9,,,.308
364,1985-86,Davidson,16,31,20,11,.645,,,,.490,.541,17.6,,,.400,.452,.502,28.6,,,.375
365,1985-86,DePaul,12,31,18,13,.581,,,,.482,.509,19.0,,,.413,.447,.492,18.0,,,.383
366,1985-86,Drexel,15,31,19,12,.613,,,,.507,.545,18.7,,,.422,.471,.510,17.0,,,.353
367,1985-86,Duke,1,40,37,3,.925,,,,.513,.551,17.5,,,.405,.477,.511,22.7,,,.336
368,1985-86,Fairfield,13,31,24,7,.774,,,,.482,.541,15.7,,,.472,.473,.501,14.7,,,.276
369,1985-86,Georgetown,4,32,24,8,.750,,,,.494,.532,17.2,,,.425,.419,.465,18.7,,,.392
370,1985-86,Georgia Tech,2,34,27,7,.794,,,,.546,.581,18.8,,,.400,.449,.484,18.1,,,.282
371,1985-86,Illinois,4,32,22,10,.688,,,,.542,.567,16.5,,,.260,.454,.498,18.2,,,.308
372,1985-86,Indiana,3,29,21,8,.724,,,,.537,.573,16.7,,,.375,.468,.505,17.7,,,.336
373,1985-86,Iowa,11,32,20,12,.625,,,,.510,.540,17.9,,,.345,.460,.501,20.6,,,.358
374,1985-86,Iowa State,7,33,22,11,.667,,,,.502,.527,14.9,,,.315,.479,.516,22.4,,,.375
375,1985-86,Jacksonville,8,31,21,10,.677,,,,.483,.519,17.6,,,.346,.432,.467,16.9,,,.277
376,1985-86,Kansas,1,39,35,4,.897,,,,.556,.586,17.5,,,.380,.447,.487,17.2,,,.347
377,1985-86,Kentucky,1,36,32,4,.889,,,,.514,.555,15.5,,,.420,.463,.501,19.9,,,.315
378,1985-86,Northeast Louisiana,13,30,20,10,.667,,,,.507,.541,19.2,,,.439,.467,.503,19.6,,,.369
379,1985-86,Louisiana State,11,38,26,12,.684,,,,.503,.539,17.1,,,.308,.493,.523,19.2,,,.286
380,1985-86,Louisville,2,39,32,7,.821,,,,.531,.570,18.9,,,.402,.457,.494,18.2,,,.352
381,1985-86,Marist,15,31,19,12,.613,,,,.504,.536,20.8,,,.408,.424,.475,16.7,,,.442
382,1985-86,Maryland,5,33,19,14,.576,,,,.510,.550,,,,.384,.480,.517,,,,.316
383,1985-86,Memphis State,3,34,28,6,.824,,,,.507,.545,14.5,,,.355,.439,.465,17.7,,,.252
384,1985-86,Miami (OH),10,31,24,7,.774,,,,.490,.525,14.6,,,.356,.458,.494,19.9,,,.373
385,1985-86,Michigan,2,33,28,5,.848,,,,.516,.551,17.1,,,.312,.464,.495,19.8,,,.289
386,1985-86,Michigan State,5,31,23,8,.742,,,,.561,.599,15.0,,,.330,.464,.499,14.7,,,.259
387,1985-86,Mississippi Valley State,16,31,20,11,.645,,,,.475,.496,14.7,,,.254,.493,.538,21.6,,,.451
388,1985-86,Missouri,11,35,21,14,.600,,,,.524,.563,22.0,,,.482,.467,.502,17.7,,,.308
389,1985-86,Montana State,16,31,14,17,.452,,,,.498,.538,15.6,,,.335,.523,.548,17.3,,,.340
390,1985-86,Navy,7,35,30,5,.857,,,,.523,.551,16.8,,,.478,.421,.450,15.5,,,.237
391,1985-86,Nebraska,9,30,19,11,.633,,,,.511,.552,15.0,,,.374,.493,.520,15.9,,,.322
392,1985-86,UNLV,4,38,33,5,.868,,,,.480,.518,14.8,,,.370,.446,.490,20.0,,,.420
393,1985-86,North Carolina,3,34,28,6,.824,,,,.559,.590,17.3,,,.349,.436,.473,18.4,,,.311
394,1985-86,North Carolina A&T,16,30,22,8,.733,,,,.488,.526,17.2,,,.417,.430,.463,18.2,,,.302
395,1985-86,NC State,6,34,21,13,.618,,,,.495,.528,16.7,,,.357,.448,.483,18.2,,,.303
396,1985-86,Northeastern,13,31,26,5,.839,,,,.481,.532,16.3,,,.463,.442,.487,18.9,,,.361
397,1985-86,Notre Dame,3,29,23,6,.793,,,,.521,.572,,,,.443,.471,.503,,,,.304
398,1985-86,Oklahoma,4,35,26,9,.743,,,,.484,.529,12.1,,,.351,.479,.517,19.5,,,.333
399,1985-86,Old Dominion,8,31,23,8,.742,,,,.509,.545,19.8,,,.434,.470,.499,20.2,,,.301
400,1985-86,Pepperdine,12,30,25,5,.833,,,,.528,.567,15.9,,,.350,.506,.509,17.4,,,.344
401,1985-86,Purdue,6,32,22,10,.688,,,,.514,.554,16.4,,,.426,.462,.502,17.3,,,.336
402,1985-86,Richmond,11,30,23,7,.767,,,,.507,.536,16.7,,,.356,.487,.518,21.8,,,.311
403,1985-86,Saint Joseph's,6,32,26,6,.813,,,,.486,.533,,,,.410,.427,.474,,,,.350
404,1985-86,St. John's (NY),1,36,31,5,.861,,,,.532,.573,16.2,,,.403,.450,.481,14.3,,,.272
405,1985-86,Syracuse,2,32,26,6,.813,,,,.527,.556,15.5,,,.366,.430,.482,20.9,,,.423
406,1985-86,Temple,9,31,25,6,.806,,,,.450,.509,12.8,,,.427,.423,.463,17.8,,,.319
407,1985-86,UTEP,10,33,27,6,.818,,,,.480,.521,16.2,,,.423,.431,.465,17.8,,,.395
408,1985-86,Texas Tech,13,31,17,14,.548,,,,.478,.512,18.1,,,.312,.473,.519,18.5,,,.409
409,1985-86,Tulsa,10,32,23,9,.719,,,,.485,.526,15.1,,,.353,.461,.497,18.6,,,.386
410,1985-86,Utah,14,30,20,10,.667,,,,.476,.521,16.1,,,.448,.458,.492,18.5,,,.380
411,1985-86,Villanova,10,37,23,14,.622,,,,.470,.519,18.2,,,.421,.462,.505,20.3,,,.392
412,1985-86,Virginia,5,30,19,11,.633,,,,.501,.536,17.7,,,.376,.459,.493,16.8,,,.321
413,1985-86,Virginia Tech,7,31,22,9,.710,,,,.499,.540,18.4,,,.379,.447,.482,17.5,,,.314
414,1985-86,Washington,12,31,19,12,.613,,,,.490,.522,18.7,,,.366,.464,.511,18.6,,,.419
415,1985-86,West Virginia,9,33,22,11,.667,,,,.480,.523,17.7,,,.371,.455,.500,21.1,,,.418
416,1985-86,Western Kentucky,8,31,23,8,.742,,,,.463,.503,15.7,,,.347,.454,.486,19.5,,,.283
417,1985-86,Xavier,12,30,25,5,.833,,,,.520,.557,17.4,,,.375,.500,.528,21.6,,,.312
418,1986-87,Alabama,2,33,28,5,.848,,,,.558,.596,16.5,,,.348,.495,.525,17.0,,,.275
419,1986-87,UAB,11,32,21,11,.656,,,,.493,.544,16.0,,,.425,.467,.508,16.2,,,.375
420,1986-87,Arizona,10,30,18,12,.600,,,,.523,.555,17.5,,,.394,.471,.503,17.2,,,.300
421,1986-87,Auburn,8,31,18,13,.581,,,,.523,.556,16.4,,,.328,.504,.533,15.4,,,.285
422,1986-87,Austin Peay,14,32,20,12,.625,,,,.508,.547,18.6,,,.413,.530,.557,21.5,,,.366
423,1986-87,Brigham Young,10,32,21,11,.656,,,,.522,.563,15.3,,,.392,.514,.545,16.3,,,.441
424,1986-87,Bucknell,16,31,22,9,.710,,,,.525,.569,17.3,,,.394,.472,.517,14.9,,,.353
425,1986-87,Central Michigan,13,30,22,8,.733,,,,.536,.559,16.8,,,.370,.462,.507,19.9,,,.479
426,1986-87,Clemson,4,31,25,6,.806,,,,.583,.608,17.9,,,.363,.473,.514,18.1,,,.305
427,1986-87,DePaul,3,31,28,3,.903,,,,.535,.562,16.8,,,.387,.446,.471,19.5,,,.233
428,1986-87,Duke,5,33,24,9,.727,,,,.521,.556,19.5,,,.378,.476,.520,23.6,,,.390
429,1986-87,Fairfield,16,31,15,16,.484,,,,.471,.520,16.5,,,.414,.493,.525,16.5,,,.345
430,1986-87,Florida,6,34,23,11,.676,,,,.525,.554,14.0,,,.319,.473,.510,19.6,,,.351
431,1986-87,Georgetown,1,34,29,5,.853,,,,.497,.532,15.7,,,.440,.465,.510,21.2,,,.466
432,1986-87,Georgia,8,30,18,12,.600,,,,.525,.555,18.0,,,.358,.493,.523,17.5,,,.315
433,1986-87,Georgia Southern,15,31,20,11,.645,,,,.501,.530,18.3,,,.380,.485,.521,18.3,,,.375
434,1986-87,Georgia Tech,7,29,16,13,.552,,,,.507,.545,20.2,,,.319,.495,.526,19.2,,,.333
435,1986-87,Houston,12,30,18,12,.600,,,,.512,.532,19.0,,,.339,.456,.478,19.3,,,.238
436,1986-87,Idaho State,16,31,15,16,.484,,,,.487,.524,19.8,,,.364,.490,.531,21.6,,,.422
437,1986-87,Illinois,3,31,23,8,.742,,,,.543,.572,16.5,,,.348,.474,.511,18.7,,,.359
438,1986-87,Indiana,1,34,30,4,.882,,,,.545,.586,15.8,,,.395,.480,.509,18.0,,,.299
439,1986-87,Iowa,2,35,30,5,.857,,,,.553,.580,16.5,,,.423,.486,.511,17.0,,,.264
440,1986-87,Kansas,5,36,25,11,.694,,,,.526,.553,18.6,,,.372,.451,.498,16.5,,,.442
441,1986-87,Kansas State,9,31,20,11,.645,,,,.510,.545,17.1,,,.405,.511,.542,20.9,,,.403
442,1986-87,Kentucky,8,29,18,11,.621,,,,.515,.534,17.8,,,.319,.502,.537,20.2,,,.352
443,1986-87,Louisiana State,10,39,24,15,.615,,,,.503,.529,18.6,,,.346,.468,.511,19.7,,,.346
444,1986-87,Louisiana Tech,14,30,22,8,.733,,,,.540,.564,17.9,,,.378,.479,.506,15.5,,,.310
445,1986-87,Marist,14,30,20,10,.667,,,,.526,.551,21.1,,,.389,.460,.490,18.6,,,.338
446,1986-87,Marshall,13,31,25,6,.806,,,,.551,.581,18.4,,,.437,.500,.520,,,,.264
447,1986-87,Michigan,9,32,20,12,.625,,,,.560,.583,16.3,,,.236,.513,.542,18.0,,,.363
448,1986-87,Middle Tennessee,12,29,22,7,.759,,,,.510,.545,14.7,,,.314,.499,.530,17.5,,,.342
449,1986-87,Missouri,4,34,24,10,.706,,,,.527,.567,18.5,,,.493,.483,.517,18.0,,,.366
450,1986-87,Southwest Missouri State,13,34,28,6,.824,,,,,,,,,,,,,,,
451,1986-87,Navy,8,32,26,6,.813,,,,.536,.564,16.4,,,.445,.459,.481,16.9,,,.245
452,1986-87,UNLV,1,39,37,2,.949,,,,.546,.573,14.1,,,.323,.467,.507,20.6,,,.416
453,1986-87,New Orleans,7,30,26,4,.867,,,,.511,.544,17.8,,,.432,.509,.530,24.2,,,.379
454,1986-87,North Carolina,1,36,32,4,.889,,,,.584,.609,17.4,,,.359,.501,.531,20.6,,,.312
455,1986-87,North Carolina A&T,15,30,24,6,.800,,,,.545,.579,19.1,,,.424,.476,.498,21.3,,,.251
456,1986-87,NC State,11,35,20,15,.571,,,,.518,.551,17.6,,,.366,.513,.540,17.7,,,.317
457,1986-87,Northeastern,14,34,27,7,.794,,,,.497,.535,15.4,,,.416,.500,.536,21.1,,,.374
458,1986-87,Notre Dame,5,32,24,8,.750,,,,.500,.553,18.2,,,.440,.479,.512,17.9,,,.309
459,1986-87,Ohio State,9,33,20,13,.606,,,,.520,.569,15.8,,,.445,.526,.556,20.4,,,.318
460,1986-87,Oklahoma,6,34,24,10,.706,,,,.511,.546,13.3,,,.358,.515,.544,18.5,,,.324
461,1986-87,Pennsylvania,16,27,13,14,.481,,,,.514,.554,17.8,,,.427,.513,.542,15.4,,,.354
462,1986-87,Pittsburgh,3,33,25,8,.758,,,,.537,.574,16.7,,,.489,.478,.507,16.3,,,.272
463,1986-87,Providence,6,34,25,9,.735,,,,.518,.564,16.1,,,.402,.478,.530,21.4,,,.609
464,1986-87,Purdue,3,30,25,5,.833,,,,.550,.577,17.1,,,.438,.473,.506,18.6,,,.321
465,1986-87,San Diego,9,30,24,6,.800,,,,.541,.574,17.6,,,.393,.440,.476,15.6,,,.328
466,1986-87,Santa Clara,15,32,18,14,.563,,,,.501,.548,20.7,,,.513,.463,.515,19.3,,,.482
467,1986-87,Southern,15,31,19,12,.613,,,,.481,.528,16.3,,,.330,.463,.433,22.3,,,.325
468,1986-87,St. John's (NY),6,30,21,9,.700,,,,.497,.533,15.7,,,.389,.463,.502,15.7,,,.310
469,1986-87,Syracuse,2,38,31,7,.816,,,,.538,.562,15.7,,,.420,.464,.497,17.3,,,.305
470,1986-87,Temple,2,36,32,4,.889,,,,.500,.540,12.3,,,.360,.467,.493,16.9,,,.273
471,1986-87,Texas A&M,12,31,17,14,.548,,,,.476,.506,19.6,,,.442,.463,.496,19.6,,,.380
472,1986-87,TCU,4,31,24,7,.774,,,,.514,.544,15.0,,,.403,.475,.501,15.6,,,.273
473,1986-87,UTEP,7,32,25,7,.781,,,,.515,.548,15.0,,,.423,.483,.523,20.7,,,.460
474,1986-87,Tulsa,11,30,22,8,.733,,,,.482,.515,13.7,,,.341,.477,.506,17.4,,,.378
475,1986-87,UCLA,4,32,25,7,.781,,,,.543,.567,17.0,,,.330,.458,.503,14.9,,,.362
476,1986-87,Virginia,5,31,21,10,.677,,,,.508,.548,15.5,,,.364,.500,.529,17.6,,,.260
477,1986-87,West Virginia,7,31,23,8,.742,,,,.482,.508,18.2,,,.417,.471,.505,22.2,,,.336
478,1986-87,Western Kentucky,10,38,29,9,.763,,,,.506,.540,16.0,,,.350,.470,.500,18.2,,,.320
479,1986-87,Wichita State,11,33,22,11,.667,,,,.514,.552,19.3,,,.573,.483,.508,17.0,,,.269
480,1986-87,Wyoming,12,34,24,10,.706,,,,.548,.580,19.9,,,.435,.454,.497,16.1,,,.377
481,1986-87,Xavier,13,32,19,13,.594,,,,.504,.550,16.5,,,.465,.515,.551,19.7,,,.362
482,1987-88,Arizona,1,38,35,3,.921,,,,.605,.634,15.6,,,.443,.466,.498,19.5,,,.281
483,1987-88,Arkansas,11,30,21,9,.700,,,,.518,.548,17.3,,,.401,.468,.506,21.4,,,.386
484,1987-88,Auburn,8,30,19,11,.633,,,,.514,.549,18.4,,,.283,.493,.513,15.6,,,.256
485,1987-88,Baylor,8,34,23,11,.676,,,,.527,.552,20.1,,,.465,.478,.522,20.0,,,.375
486,1987-88,Boise State,14,30,24,6,.800,,,,.562,.594,21.0,,,.448,.471,.517,26.5,,,.519
487,1987-88,Boston University,15,31,23,8,.742,,,,.491,.532,15.7,,,.436,.467,.509,18.8,,,.432
488,1987-88,Bradley,9,31,26,5,.839,,,,.560,.590,14.8,,,.399,.496,.527,16.6,,,.335
489,1987-88,Brigham Young,4,32,26,6,.813,,,,.570,.612,16.5,,,.454,.520,.546,16.2,,,.359
490,1987-88,UC Santa Barbara,10,30,22,8,.733,,,,.522,.551,17.9,,,.417,.489,.523,17.5,,,.333
491,1987-88,Charlotte,13,31,22,9,.710,,,,.539,.569,19.2,,,.358,.493,.526,18.6,,,.320
492,1987-88,Chattanooga,16,33,20,13,.606,,,,.489,.521,16.6,,,.385,.492,.526,17.0,,,.365
493,1987-88,Cornell,16,27,17,10,.630,,,,.512,.558,20.1,,,.455,.487,.532,17.5,,,.388
494,1987-88,DePaul,5,30,22,8,.733,,,,.532,.550,16.3,,,.353,.491,.521,21.2,,,.332
495,1987-88,Duke,2,35,28,7,.800,,,,.529,.565,17.0,,,.401,.480,.515,22.4,,,.371
496,1987-88,Eastern Michigan,15,30,22,8,.733,,,,.540,.576,17.6,,,.438,.510,.540,18.8,,,.335
497,1987-88,Fairleigh Dickinson,16,30,23,7,.767,,,,.502,.539,17.5,,,.454,.453,.485,17.6,,,.291
498,1987-88,Florida,6,35,23,12,.657,,,,.498,.526,14.9,,,.383,.468,.495,17.1,,,.279
499,1987-88,Florida State,12,30,19,11,.633,,,,.549,.575,16.4,,,.385,.502,.534,17.4,,,.320
500,1987-88,Georgetown,8,30,20,10,.667,,,,.486,.506,16.7,,,.347,.466,.520,23.1,,,.522
501,1987-88,Georgia Tech,5,32,22,10,.688,,,,.542,.571,17.2,,,.328,.487,.509,17.7,,,.241
502,1987-88,Illinois,3,33,23,10,.697,,,,.516,.545,16.7,,,.393,.480,.514,21.6,,,.340
503,1987-88,Indiana,4,29,19,10,.655,,,,.539,.574,16.1,,,.357,.484,.519,18.0,,,.359
504,1987-88,Iowa,5,34,24,10,.706,,,,.572,.604,16.3,,,.461,.542,.557,19.1,,,.241
505,1987-88,Iowa State,12,32,20,12,.625,,,,.519,.551,15.8,,,.321,.500,.537,19.0,,,.371
506,1987-88,Kansas,6,38,27,11,.711,,,,.539,.568,20.3,,,.381,.448,.493,19.6,,,.381
507,1987-88,Kansas State,4,34,25,9,.735,,,,.556,.596,17.5,,,.462,.501,.523,15.9,,,.267
508,1987-88,Kentucky,2,33,27,6,.818,,,,.513,.559,15.2,,,.404,.489,.518,19.5,,,.261
509,1987-88,La Salle,13,34,24,10,.706,,,,.544,.574,13.0,,,.292,.521,.543,17.6,,,.254
510,1987-88,Lehigh,16,31,21,10,.677,,,,.525,.569,14.0,,,.480,.503,.541,15.9,,,.339
511,1987-88,Louisiana State,9,30,16,14,.533,,,,.486,.522,17.9,,,.353,.483,.518,17.9,,,.351
512,1987-88,Louisville,5,35,24,11,.686,,,,.539,.575,19.5,,,.425,.499,.528,19.1,,,.323
513,1987-88,Loyola Marymount,10,32,28,4,.875,,,,.536,.568,13.0,,,.393,.579,.597,21.9,,,.328
514,1987-88,Maryland,7,31,18,13,.581,,,,.561,.581,18.1,,,.350,.518,.550,19.3,,,.338
515,1987-88,Memphis State,9,32,20,12,.625,,,,.485,.530,16.6,,,.347,.489,.526,18.6,,,.415
516,1987-88,Michigan,3,34,26,8,.765,,,,.567,.593,17.1,,,.300,.489,.523,19.3,,,.363
517,1987-88,Missouri,6,30,19,11,.633,,,,.547,.578,16.2,,,.457,.478,.515,15.1,,,.323
518,1987-88,Southwest Missouri State,13,29,22,7,.759,,,,.554,.596,18.7,,,.490,.510,.534,20.5,,,.250
519,1987-88,Murray State,14,31,22,9,.710,,,,.536,.568,16.9,,,.400,.457,.492,16.3,,,.332
520,1987-88,UNLV,4,34,28,6,.824,,,,.538,.563,17.2,,,.320,.449,.489,20.4,,,.375
521,1987-88,North Carolina,2,34,27,7,.794,,,,.580,.612,20.3,,,.433,.502,.530,18.6,,,.293
522,1987-88,North Carolina A&T,14,29,26,3,.897,,,,.560,.595,18.4,,,.496,.452,.478,20.4,,,.317
523,1987-88,NC State,3,32,24,8,.750,,,,.545,.572,14.8,,,.320,.501,.529,19.8,,,.320
524,1987-88,North Texas State,15,30,17,13,.567,,,,.461,.494,16.6,,,.411,.489,.509,17.1,,,.458
525,1987-88,Notre Dame,10,29,20,9,.690,,,,.527,.563,17.7,,,.373,.489,.517,18.2,,,.265
526,1987-88,Oklahoma,1,39,35,4,.897,,,,.544,.567,13.0,,,.301,.484,.519,23.4,,,.328
527,1987-88,Oregon State,12,31,20,11,.645,,,,.521,.547,15.4,,,.298,.540,.567,25.4,,,.355
528,1987-88,Pittsburgh,2,31,24,7,.774,,,,.529,.571,18.9,,,.476,.476,.508,17.5,,,.313
529,1987-88,Purdue,1,33,29,4,.879,,,,.574,.599,16.4,,,.458,.482,.511,17.7,,,.272
530,1987-88,Rhode Island,11,35,28,7,.800,,,,.511,.553,15.3,,,.400,.491,.527,21.3,,,.366
531,1987-88,Richmond,13,33,26,7,.788,,,,.536,.555,16.2,,,.435,.508,.540,17.0,,,.339
532,1987-88,Seton Hall,8,35,22,13,.629,,,,.518,.564,17.4,,,.431,.481,.523,17.8,,,.404
533,1987-88,Southern,15,31,24,7,.774,,,,.515,.545,16.2,,,.343,.518,.547,23.7,,,.268
534,1987-88,SMU,7,35,28,7,.800,,,,.547,.577,15.6,,,.330,.493,.520,17.2,,,.329
535,1987-88,St. John's (NY),11,29,17,12,.586,,,,.498,.545,17.7,,,.426,.466,.501,15.8,,,.313
